Date,Room Number,Bed Number,Total Beds,Available Beds,Busy Bees
2016-10-21,3,Bed Number 3,13,4,9
2016-10-22,1,Bed Number 1,39,31,8
2016-10-22,2,Bed Number 2,41,10,31
2016-10-22,3,Bed Number 3,100,96,4
2016-10-23,1,Bed Number 1,85,39,46
2016-10-23,2,Bed Number 2,86,62,24
2016-10-23,3,Bed Number 3,26,6,20
2016-10-24,1,Bed Number 1,62,57,5
2016-10-24,2,Bed Number 2,40,25,15
2016-10-24,3,Bed Number 3,91,24,67
2016-10-25,1,Bed Number 1,58,18,40
2016-10-25,2,Bed Number 2,24,17,7
2016-10-25,3,Bed Number 3,27,14,13
2016-10-26,1,Bed Number 1,66,39,27
2016-10-26,2,Bed Number 2,27,26,1
2016-10-26,3,Bed Number 3,25,23,2
2016-10-27,1,Bed Number 1,29,13,16
2016-10-27,2,Bed Number 2,24,10,14
2016-10-27,3,Bed Number 3,99,37,62
2016-10-28,1,Bed Number 1,42,28,14
2016-10-28,2,Bed Number 2,91,76,15
2016-10-28,3,Bed Number 3,60,31,29
2016-10-29,1,Bed Number 1,37,31,6
2016-10-29,2,Bed Number 2,35,5,30
2016-10-29,3,Bed Number 3,21,8,13
2016-10-30,1,Bed Number 1,21,9,12
2016-10-30,2,Bed Number 2,78,59,19
2016-10-30,3,Bed Number 3,69,57,12
2016-10-31,1,Bed Number 1,89,0,89
2016-10-31,2,Bed Number 2,14,4,10
2016-10-31,3,Bed Number 3,41,22,19
2016-11-01,1,Bed Number 1,34,8,26
2016-11-01,2,Bed Number 2,75,52,23
2016-11-01,3,Bed Number 3,88,73,15
2016-11-02,1,Bed Number 1,57,20,37
2016-11-02,2,Bed Number 2,16,2,14
2016-11-02,3,Bed Number 3,64,7,57
2016-11-03,1,Bed Number 1,42,20,22
2016-11-03,2,Bed Number 2,27,12,15
2016-11-03,3,Bed Number 3,75,12,63
2016-11-04,1,Bed Number 1,57,52,5
2016-11-04,2,Bed Number 2,93,17,76
2016-11-04,3,Bed Number 3,79,73,6
2016-11-05,1,Bed Number 1,49,0,49
2016-11-05,2,Bed Number 2,95,59,36
2016-11-05,3,Bed Number 3,87,74,13
2016-11-06,1,Bed Number 1,87,56,31
2016-11-06,2,Bed Number 2,10,9,1
2016-11-06,3,Bed Number 3,13,12,1
2016-11-07,1,Bed Number 1,27,18,9
2016-11-07,2,Bed Number 2,16,3,13
2016-11-07,3,Bed Number 3,100,20,80
2016-11-08,1,Bed Number 1,39,24,15
2016-11-08,2,Bed Number 2,76,52,24
2016-11-08,3,Bed Number 3,44,11,33
2016-11-09,1,Bed Number 1,35,28,7
2016-11-09,2,Bed Number 2,63,19,44
2016-11-09,3,Bed Number 3,21,9,12
2016-11-10,1,Bed Number 1,55,27,28
2016-11-10,2,Bed Number 2,10,10,0
2016-11-10,3,Bed Number 3,76,54,22
2016-11-11,1,Bed Number 1,14,3,11
2016-11-11,2,Bed Number 2,96,7,89
2016-11-11,3,Bed Number 3,47,8,39
2016-11-12,1,Bed Number 1,60,57,3
2016-11-12,2,Bed Number 2,64,16,48
2016-11-12,3,Bed Number 3,13,4,9
2016-11-13,1,Bed Number 1,19,18,1
2016-11-13,2,Bed Number 2,10,8,2
2016-11-13,3,Bed Number 3,40,9,31
2016-11-14,1,Bed Number 1,37,23,14
2016-11-14,2,Bed Number 2,79,75,4
2016-11-14,3,Bed Number 3,94,21,73
2016-11-15,1,Bed Number 1,75,17,58
2016-11-15,2,Bed Number 2,13,12,1
2016-11-15,3,Bed Number 3,31,14,17
2016-11-16,1,Bed Number 1,75,53,22
2016-11-16,2,Bed Number 2,67,1,66
2016-11-16,3,Bed Number 3,24,20,4
2016-11-17,1,Bed Number 1,48,4,44
2016-11-17,2,Bed Number 2,67,1,66
2016-11-17,3,Bed Number 3,45,18,27
2016-11-18,1,Bed Number 1,31,12,19
2016-11-18,2,Bed Number 2,69,41,28
2016-11-18,3,Bed Number 3,67,60,7
2016-11-19,1,Bed Number 1,15,13,2
2016-11-19,2,Bed Number 2,56,39,17
2016-11-19,3,Bed Number 3,41,7,34
2016-11-20,1,Bed Number 1,34,31,3
2016-11-20,2,Bed Number 2,60,53,7
2016-11-20,3,Bed Number 3,63,23,40
2016-11-21,1,Bed Number 1,17,16,1
2016-11-21,2,Bed Number 2,27,18,9
2016-11-21,3,Bed Number 3,62,23,39
2016-11-22,1,Bed Number 1,56,22,34
2016-11-22,2,Bed Number 2,25,19,6
2016-11-22,3,Bed Number 3,60,7,53
2016-11-23,1,Bed Number 1,29,11,18
2016-11-23,2,Bed Number 2,53,44,9
2016-11-23,3,Bed Number 3,81,34,47
2016-11-24,1,Bed Number 1,97,19,78
2016-11-24,2,Bed Number 2,47,37,10
2016-11-24,3,Bed Number 3,31,20,11
2016-11-25,1,Bed Number 1,95,78,17
2016-11-25,2,Bed Number 2,66,6,60
2016-11-25,3,Bed Number 3,50,24,26
2016-11-26,1,Bed Number 1,17,16,1
2016-11-26,2,Bed Number 2,87,9,78
2016-11-26,3,Bed Number 3,79,25,54
2016-11-27,1,Bed Number 1,44,18,26
2016-11-27,2,Bed Number 2,33,23,10
2016-11-27,3,Bed Number 3,18,12,6
2016-11-28,1,Bed Number 1,17,3,14
2016-11-28,2,Bed Number 2,61,5,56
2016-11-28,3,Bed Number 3,92,61,31
2016-11-29,1,Bed Number 1,40,9,31
2016-11-29,2,Bed Number 2,19,4,15
2016-11-29,3,Bed Number 3,12,5,7
2016-11-30,1,Bed Number 1,34,29,5
2016-11-30,2,Bed Number 2,44,41,3
2016-11-30,3,Bed Number 3,24,15,9
2016-12-01,1,Bed Number 1,51,45,6
2016-12-01,2,Bed Number 2,45,15,30
2016-12-01,3,Bed Number 3,25,19,6
2016-12-02,1,Bed Number 1,52,9,43
2016-12-02,2,Bed Number 2,60,23,37
2016-12-02,3,Bed Number 3,64,10,54
2016-12-03,1,Bed Number 1,58,38,20
2016-12-03,2,Bed Number 2,34,18,16
2016-12-03,3,Bed Number 3,30,12,18
2016-12-04,1,Bed Number 1,78,66,12
2016-12-04,2,Bed Number 2,71,45,26
2016-12-04,3,Bed Number 3,70,65,5
2016-12-05,1,Bed Number 1,55,44,11
2016-12-05,2,Bed Number 2,54,12,42
2016-12-05,3,Bed Number 3,67,35,32
2016-12-06,1,Bed Number 1,62,44,18
2016-12-06,2,Bed Number 2,76,29,47
2016-12-06,3,Bed Number 3,97,89,8
2016-12-07,1,Bed Number 1,79,75,4
2016-12-07,2,Bed Number 2,44,8,36
2016-12-07,3,Bed Number 3,43,23,20
2016-12-08,1,Bed Number 1,85,79,6
2016-12-08,2,Bed Number 2,56,11,45
2016-12-08,3,Bed Number 3,70,59,11
2016-12-09,1,Bed Number 1,98,64,34
2016-12-09,2,Bed Number 2,68,63,5
2016-12-09,3,Bed Number 3,74,62,12
2016-12-10,1,Bed Number 1,64,9,55
2016-12-10,2,Bed Number 2,92,47,45
2016-12-10,3,Bed Number 3,79,5,74
2016-12-11,1,Bed Number 1,46,27,19
2016-12-11,2,Bed Number 2,51,17,34
2016-12-11,3,Bed Number 3,33,0,33
2016-12-12,1,Bed Number 1,49,31,18
2016-12-12,2,Bed Number 2,68,22,46
2016-12-12,3,Bed Number 3,41,16,25
2016-12-13,1,Bed Number 1,54,53,1
2016-12-13,2,Bed Number 2,20,8,12
2016-12-13,3,Bed Number 3,77,77,0
2016-12-14,1,Bed Number 1,10,0,10
2016-12-14,2,Bed Number 2,98,52,46
2016-12-14,3,Bed Number 3,71,10,61
2016-12-15,1,Bed Number 1,41,24,17
2016-12-15,2,Bed Number 2,59,9,50
2016-12-15,3,Bed Number 3,56,52,4
2016-12-16,1,Bed Number 1,100,54,46
2016-12-16,2,Bed Number 2,55,35,20
2016-12-16,3,Bed Number 3,73,9,64
2016-12-17,1,Bed Number 1,74,57,17
2016-12-17,2,Bed Number 2,39,9,30
2016-12-17,3,Bed Number 3,26,21,5
2016-12-18,1,Bed Number 1,62,51,11
2016-12-18,2,Bed Number 2,16,0,16
2016-12-18,3,Bed Number 3,17,16,1
2016-12-19,1,Bed Number 1,78,33,45
2016-12-19,2,Bed Number 2,14,5,9
2016-12-19,3,Bed Number 3,51,33,18
2016-12-20,1,Bed Number 1,36,12,24
2016-12-20,2,Bed Number 2,67,13,54
2016-12-20,3,Bed Number 3,94,73,21
2016-12-21,1,Bed Number 1,19,8,11
2016-12-21,2,Bed Number 2,49,1,48
2016-12-21,3,Bed Number 3,77,55,22
2016-12-22,1,Bed Number 1,47,43,4
2016-12-22,2,Bed Number 2,31,0,31
2016-12-22,3,Bed Number 3,94,15,79
2016-12-23,1,Bed Number 1,61,35,26
2016-12-23,2,Bed Number 2,92,67,25
2016-12-23,3,Bed Number 3,70,45,25
2016-12-24,1,Bed Number 1,72,48,24
2016-12-24,2,Bed Number 2,13,8,5
2016-12-24,3,Bed Number 3,20,12,8
2016-12-25,1,Bed Number 1,47,21,26
2016-12-25,2,Bed Number 2,50,48,2
2016-12-25,3,Bed Number 3,77,50,27
2016-12-26,1,Bed Number 1,20,2,18
2016-12-26,2,Bed Number 2,91,35,56
2016-12-26,3,Bed Number 3,99,70,29
2016-12-27,1,Bed Number 1,64,32,32
2016-12-27,2,Bed Number 2,38,28,10
2016-12-27,3,Bed Number 3,59,13,46
2016-12-28,1,Bed Number 1,96,63,33
2016-12-28,2,Bed Number 2,55,43,12
2016-12-28,3,Bed Number 3,76,19,57
2016-12-29,1,Bed Number 1,20,17,3
2016-12-29,2,Bed Number 2,29,12,17
2016-12-29,3,Bed Number 3,55,32,23
2016-12-30,1,Bed Number 1,63,45,18
2016-12-30,2,Bed Number 2,70,58,12
2016-12-30,3,Bed Number 3,78,54,24
2016-12-31,1,Bed Number 1,74,53,21
2016-12-31,2,Bed Number 2,48,20,28
2016-12-31,3,Bed Number 3,66,9,57
2017-01-01,1,Bed Number 1,40,22,18
2017-01-01,2,Bed Number 2,35,3,32
2017-01-01,3,Bed Number 3,89,76,13
2017-01-02,1,Bed Number 1,67,58,9
2017-01-02,2,Bed Number 2,65,2,63
2017-01-02,3,Bed Number 3,41,7,34
2017-01-03,1,Bed Number 1,69,8,61
2017-01-03,2,Bed Number 2,54,34,20
2017-01-03,3,Bed Number 3,79,0,79
2017-01-04,1,Bed Number 1,26,25,1
2017-01-04,2,Bed Number 2,84,35,49
2017-01-04,3,Bed Number 3,34,5,29
2017-01-05,1,Bed Number 1,11,10,1
2017-01-05,2,Bed Number 2,30,11,19
2017-01-05,3,Bed Number 3,82,75,7
2017-01-06,1,Bed Number 1,20,20,0
2017-01-06,2,Bed Number 2,94,5,89
2017-01-06,3,Bed Number 3,89,57,32
2017-01-07,1,Bed Number 1,17,14,3
2017-01-07,2,Bed Number 2,51,13,38
2017-01-07,3,Bed Number 3,47,24,23
2017-01-08,1,Bed Number 1,100,65,35
2017-01-08,2,Bed Number 2,12,1,11
2017-01-08,3,Bed Number 3,24,7,17
2017-01-09,1,Bed Number 1,87,36,51
2017-01-09,2,Bed Number 2,93,9,84
2017-01-09,3,Bed Number 3,100,25,75
2017-01-10,1,Bed Number 1,45,17,28
2017-01-10,2,Bed Number 2,53,33,20
2017-01-10,3,Bed Number 3,17,8,9
2017-01-11,1,Bed Number 1,75,44,31
2017-01-11,2,Bed Number 2,47,47,0
2017-01-11,3,Bed Number 3,41,13,28
2017-01-12,1,Bed Number 1,50,28,22
2017-01-12,2,Bed Number 2,31,30,1
2017-01-12,3,Bed Number 3,74,7,67
2017-01-13,1,Bed Number 1,93,53,40
2017-01-13,2,Bed Number 2,75,10,65
2017-01-13,3,Bed Number 3,71,64,7
2017-01-14,1,Bed Number 1,92,65,27
2017-01-14,2,Bed Number 2,36,30,6
2017-01-14,3,Bed Number 3,96,81,15
2017-01-15,1,Bed Number 1,52,5,47
2017-01-15,2,Bed Number 2,21,3,18
2017-01-15,3,Bed Number 3,59,21,38
2017-01-16,1,Bed Number 1,83,19,64
2017-01-16,2,Bed Number 2,52,14,38
2017-01-16,3,Bed Number 3,88,13,75
2017-01-17,1,Bed Number 1,63,20,43
2017-01-17,2,Bed Number 2,42,40,2
2017-01-17,3,Bed Number 3,49,16,33
2017-01-18,1,Bed Number 1,10,8,2
2017-01-18,2,Bed Number 2,10,6,4
2017-01-18,3,Bed Number 3,37,1,36
2017-01-19,1,Bed Number 1,53,46,7
2017-01-19,2,Bed Number 2,39,19,20
2017-01-19,3,Bed Number 3,10,10,0
2017-01-20,1,Bed Number 1,73,51,22
2017-01-20,2,Bed Number 2,66,17,49
2017-01-20,3,Bed Number 3,17,5,12
2017-01-21,1,Bed Number 1,45,10,35
2017-01-21,2,Bed Number 2,62,28,34
2017-01-21,3,Bed Number 3,10,9,1
2017-01-22,1,Bed Number 1,33,21,12
2017-01-22,2,Bed Number 2,90,41,49
2017-01-22,3,Bed Number 3,100,4,96
2017-01-23,1,Bed Number 1,40,32,8
2017-01-23,2,Bed Number 2,54,1,53
2017-01-23,3,Bed Number 3,52,43,9
2017-01-24,1,Bed Number 1,35,3,32
2017-01-24,2,Bed Number 2,74,60,14
2017-01-24,3,Bed Number 3,72,1,71
2017-01-25,1,Bed Number 1,25,14,11
2017-01-25,2,Bed Number 2,31,1,30
2017-01-25,3,Bed Number 3,21,4,17
2017-01-26,1,Bed Number 1,49,7,42
2017-01-26,2,Bed Number 2,99,41,58
2017-01-26,3,Bed Number 3,33,5,28
2017-01-27,1,Bed Number 1,53,6,47
2017-01-27,2,Bed Number 2,21,8,13
2017-01-27,3,Bed Number 3,48,47,1
2017-01-28,1,Bed Number 1,26,25,1
2017-01-28,2,Bed Number 2,33,0,33
2017-01-28,3,Bed Number 3,61,44,17
2017-01-29,1,Bed Number 1,11,11,0
2017-01-29,2,Bed Number 2,96,48,48
2017-01-29,3,Bed Number 3,16,3,13
2017-01-30,1,Bed Number 1,76,15,61
2017-01-30,2,Bed Number 2,90,64,26
2017-01-30,3,Bed Number 3,83,47,36
2017-01-31,1,Bed Number 1,87,27,60
2017-01-31,2,Bed Number 2,59,19,40
2017-01-31,3,Bed Number 3,19,10,9
2017-02-01,1,Bed Number 1,18,12,6
2017-02-01,2,Bed Number 2,38,12,26
2017-02-01,3,Bed Number 3,11,9,2
2017-02-02,1,Bed Number 1,89,53,36
2017-02-02,2,Bed Number 2,62,58,4
2017-02-02,3,Bed Number 3,65,15,50
2017-02-03,1,Bed Number 1,88,57,31
2017-02-03,2,Bed Number 2,49,36,13
2017-02-03,3,Bed Number 3,63,59,4
2017-02-04,1,Bed Number 1,56,15,41
2017-02-04,2,Bed Number 2,50,12,38
2017-02-04,3,Bed Number 3,19,1,18
2017-02-05,1,Bed Number 1,34,16,18
2017-02-05,2,Bed Number 2,64,4,60
2017-02-05,3,Bed Number 3,40,28,12
2017-02-06,1,Bed Number 1,89,75,14
2017-02-06,2,Bed Number 2,38,26,12
2017-02-06,3,Bed Number 3,89,22,67
2017-02-07,1,Bed Number 1,66,39,27
2017-02-07,2,Bed Number 2,89,51,38
2017-02-07,3,Bed Number 3,97,1,96
2017-02-08,1,Bed Number 1,88,61,27
2017-02-08,2,Bed Number 2,79,63,16
2017-02-08,3,Bed Number 3,69,69,0
2017-02-09,1,Bed Number 1,29,1,28
2017-02-09,2,Bed Number 2,59,50,9
2017-02-09,3,Bed Number 3,83,76,7
2017-02-10,1,Bed Number 1,21,1,20
2017-02-10,2,Bed Number 2,53,23,30
2017-02-10,3,Bed Number 3,82,37,45
2017-02-11,1,Bed Number 1,94,61,33
2017-02-11,2,Bed Number 2,80,17,63
2017-02-11,3,Bed Number 3,52,8,44
2017-02-12,1,Bed Number 1,84,25,59
2017-02-12,2,Bed Number 2,98,63,35
2017-02-12,3,Bed Number 3,14,1,13
2017-02-13,1,Bed Number 1,38,6,32
2017-02-13,2,Bed Number 2,79,9,70
2017-02-13,3,Bed Number 3,85,23,62
2017-02-14,1,Bed Number 1,21,18,3
2017-02-14,2,Bed Number 2,50,19,31
2017-02-14,3,Bed Number 3,22,16,6
2017-02-15,1,Bed Number 1,55,44,11
2017-02-15,2,Bed Number 2,79,45,34
2017-02-15,3,Bed Number 3,82,4,78
2017-02-16,1,Bed Number 1,30,7,23
2017-02-16,2,Bed Number 2,77,54,23
2017-02-16,3,Bed Number 3,83,71,12
2017-02-17,1,Bed Number 1,86,43,43
2017-02-17,2,Bed Number 2,52,48,4
2017-02-17,3,Bed Number 3,34,29,5
2017-02-18,1,Bed Number 1,26,19,7
2017-02-18,2,Bed Number 2,64,10,54
2017-02-18,3,Bed Number 3,60,58,2
2017-02-19,1,Bed Number 1,99,35,64
2017-02-19,2,Bed Number 2,98,7,91
2017-02-19,3,Bed Number 3,17,9,8
2017-02-20,1,Bed Number 1,31,2,29
2017-02-20,2,Bed Number 2,79,73,6
2017-02-20,3,Bed Number 3,30,18,12
2017-02-21,1,Bed Number 1,31,12,19
2017-02-21,2,Bed Number 2,65,17,48
2017-02-21,3,Bed Number 3,80,22,58
2017-02-22,1,Bed Number 1,65,48,17
2017-02-22,2,Bed Number 2,23,12,11
2017-02-22,3,Bed Number 3,73,22,51
2017-02-23,1,Bed Number 1,73,12,61
2017-02-23,2,Bed Number 2,87,47,40
2017-02-23,3,Bed Number 3,84,70,14
2017-02-24,1,Bed Number 1,67,62,5
2017-02-24,2,Bed Number 2,72,52,20
2017-02-24,3,Bed Number 3,52,37,15
2017-02-25,1,Bed Number 1,94,52,42
2017-02-25,2,Bed Number 2,33,25,8
2017-02-25,3,Bed Number 3,65,53,12
2017-02-26,1,Bed Number 1,38,33,5
2017-02-26,2,Bed Number 2,49,26,23
2017-02-26,3,Bed Number 3,84,47,37
2017-02-27,1,Bed Number 1,71,34,37
2017-02-27,2,Bed Number 2,56,51,5
2017-02-27,3,Bed Number 3,38,0,38
2017-02-28,1,Bed Number 1,43,8,35
2017-02-28,2,Bed Number 2,46,9,37
2017-02-28,3,Bed Number 3,65,22,43
2017-03-01,1,Bed Number 1,88,38,50
2017-03-01,2,Bed Number 2,88,20,68
2017-03-01,3,Bed Number 3,93,16,77
2017-03-02,1,Bed Number 1,70,38,32
2017-03-02,2,Bed Number 2,99,65,34
2017-03-02,3,Bed Number 3,55,51,4
2017-03-03,1,Bed Number 1,36,1,35
2017-03-03,2,Bed Number 2,91,66,25
2017-03-03,3,Bed Number 3,19,5,14
2017-03-04,1,Bed Number 1,24,21,3
2017-03-04,2,Bed Number 2,23,5,18
2017-03-04,3,Bed Number 3,35,6,29
2017-03-05,1,Bed Number 1,11,10,1
2017-03-05,2,Bed Number 2,49,9,40
2017-03-05,3,Bed Number 3,47,21,26
2017-03-06,1,Bed Number 1,91,78,13
2017-03-06,2,Bed Number 2,46,34,12
2017-03-06,3,Bed Number 3,69,15,54
2017-03-07,1,Bed Number 1,51,40,11
2017-03-07,2,Bed Number 2,31,12,19
2017-03-07,3,Bed Number 3,37,37,0
2017-03-08,1,Bed Number 1,73,69,4
2017-03-08,2,Bed Number 2,99,24,75
2017-03-08,3,Bed Number 3,31,17,14
2017-03-09,1,Bed Number 1,59,27,32
2017-03-09,2,Bed Number 2,47,8,39
2017-03-09,3,Bed Number 3,85,20,65
2017-03-10,1,Bed Number 1,38,11,27
2017-03-10,2,Bed Number 2,85,27,58
2017-03-10,3,Bed Number 3,43,19,24
2017-03-11,1,Bed Number 1,98,31,67
2017-03-11,2,Bed Number 2,65,6,59
2017-03-11,3,Bed Number 3,70,38,32
2017-03-12,1,Bed Number 1,98,95,3
2017-03-12,2,Bed Number 2,96,19,77
2017-03-12,3,Bed Number 3,22,5,17
2017-03-13,1,Bed Number 1,60,27,33
2017-03-13,2,Bed Number 2,70,15,55
2017-03-13,3,Bed Number 3,14,7,7
2017-03-14,1,Bed Number 1,28,5,23
2017-03-14,2,Bed Number 2,60,5,55
2017-03-14,3,Bed Number 3,22,1,21
2017-03-15,1,Bed Number 1,74,69,5
2017-03-15,2,Bed Number 2,94,71,23
2017-03-15,3,Bed Number 3,16,0,16
2017-03-16,1,Bed Number 1,94,86,8
2017-03-16,2,Bed Number 2,15,2,13
2017-03-16,3,Bed Number 3,65,6,59
2017-03-17,1,Bed Number 1,78,61,17
2017-03-17,2,Bed Number 2,12,4,8
2017-03-17,3,Bed Number 3,48,39,9
2017-03-18,1,Bed Number 1,68,64,4
2017-03-18,2,Bed Number 2,89,9,80
2017-03-18,3,Bed Number 3,46,20,26
2017-03-19,1,Bed Number 1,54,19,35
2017-03-19,2,Bed Number 2,81,30,51
2017-03-19,3,Bed Number 3,63,3,60
2017-03-20,1,Bed Number 1,11,4,7
2017-03-20,2,Bed Number 2,44,10,34
2017-03-20,3,Bed Number 3,58,13,45
2017-03-21,1,Bed Number 1,78,30,48
2017-03-21,2,Bed Number 2,59,24,35
2017-03-21,3,Bed Number 3,81,3,78
2017-03-22,1,Bed Number 1,60,2,58
2017-03-22,2,Bed Number 2,57,55,2
2017-03-22,3,Bed Number 3,65,11,54
2017-03-23,1,Bed Number 1,94,3,91
2017-03-23,2,Bed Number 2,59,43,16
2017-03-23,3,Bed Number 3,74,27,47
2017-03-24,1,Bed Number 1,34,14,20
2017-03-24,2,Bed Number 2,11,0,11
2017-03-24,3,Bed Number 3,41,0,41
2017-03-25,1,Bed Number 1,52,23,29
2017-03-25,2,Bed Number 2,90,42,48
2017-03-25,3,Bed Number 3,13,12,1
2017-03-26,1,Bed Number 1,62,48,14
2017-03-26,2,Bed Number 2,98,3,95
2017-03-26,3,Bed Number 3,99,6,93
2017-03-27,1,Bed Number 1,34,17,17
2017-03-27,2,Bed Number 2,41,36,5
2017-03-27,3,Bed Number 3,38,34,4
2017-03-28,1,Bed Number 1,66,5,61
2017-03-28,2,Bed Number 2,77,29,48
2017-03-28,3,Bed Number 3,80,61,19
2017-03-29,1,Bed Number 1,72,67,5
2017-03-29,2,Bed Number 2,70,19,51
2017-03-29,3,Bed Number 3,46,6,40
2017-03-30,1,Bed Number 1,39,14,25
2017-03-30,2,Bed Number 2,40,1,39
2017-03-30,3,Bed Number 3,19,13,6
2017-03-31,1,Bed Number 1,86,42,44
2017-03-31,2,Bed Number 2,12,5,7
2017-03-31,3,Bed Number 3,25,11,14
2017-04-01,1,Bed Number 1,98,12,86
2017-04-01,2,Bed Number 2,76,5,71
2017-04-01,3,Bed Number 3,49,14,35
2017-04-02,1,Bed Number 1,59,14,45
2017-04-02,2,Bed Number 2,50,18,32
2017-04-02,3,Bed Number 3,57,16,41
2017-04-03,1,Bed Number 1,38,5,33
2017-04-03,2,Bed Number 2,56,51,5
2017-04-03,3,Bed Number 3,40,7,33
2017-04-04,1,Bed Number 1,99,80,19
2017-04-04,2,Bed Number 2,14,9,5
2017-04-04,3,Bed Number 3,17,8,9
2017-04-05,1,Bed Number 1,10,10,0
2017-04-05,2,Bed Number 2,99,52,47
2017-04-05,3,Bed Number 3,11,0,11
2017-04-06,1,Bed Number 1,35,21,14
2017-04-06,2,Bed Number 2,20,4,16
2017-04-06,3,Bed Number 3,95,47,48
2017-04-07,1,Bed Number 1,55,42,13
2017-04-07,2,Bed Number 2,22,8,14
2017-04-07,3,Bed Number 3,17,1,16
2017-04-08,1,Bed Number 1,65,9,56
2017-04-08,2,Bed Number 2,62,15,47
2017-04-08,3,Bed Number 3,39,9,30
2017-04-09,1,Bed Number 1,79,72,7
2017-04-09,2,Bed Number 2,15,0,15
2017-04-09,3,Bed Number 3,46,14,32
2017-04-10,1,Bed Number 1,37,1,36
2017-04-10,2,Bed Number 2,37,20,17
2017-04-10,3,Bed Number 3,13,5,8
2017-04-11,1,Bed Number 1,50,45,5
2017-04-11,2,Bed Number 2,34,23,11
2017-04-11,3,Bed Number 3,73,26,47
2017-04-12,1,Bed Number 1,41,19,22
2017-04-12,2,Bed Number 2,36,19,17
2017-04-12,3,Bed Number 3,61,6,55
2017-04-13,1,Bed Number 1,96,4,92
2017-04-13,2,Bed Number 2,64,30,34
2017-04-13,3,Bed Number 3,24,17,7
2017-04-14,1,Bed Number 1,60,26,34
2017-04-14,2,Bed Number 2,30,14,16
2017-04-14,3,Bed Number 3,24,3,21
2017-04-15,1,Bed Number 1,86,7,79
2017-04-15,2,Bed Number 2,15,1,14
2017-04-15,3,Bed Number 3,93,33,60
2017-04-16,1,Bed Number 1,73,8,65
2017-04-16,2,Bed Number 2,91,26,65
2017-04-16,3,Bed Number 3,46,20,26
2017-04-17,1,Bed Number 1,34,21,13
2017-04-17,2,Bed Number 2,33,12,21
2017-04-17,3,Bed Number 3,70,42,28
2017-04-18,1,Bed Number 1,45,19,26
2017-04-18,2,Bed Number 2,86,73,13
2017-04-18,3,Bed Number 3,43,31,12
2017-04-19,1,Bed Number 1,99,14,85
2017-04-19,2,Bed Number 2,30,9,21
2017-04-19,3,Bed Number 3,15,2,13
2017-04-20,1,Bed Number 1,93,16,77
2017-04-20,2,Bed Number 2,53,6,47
2017-04-20,3,Bed Number 3,96,89,7
2017-04-21,1,Bed Number 1,52,4,48
2017-04-21,2,Bed Number 2,72,26,46
2017-04-21,3,Bed Number 3,53,24,29
2017-04-22,1,Bed Number 1,93,11,82
2017-04-22,2,Bed Number 2,89,31,58
2017-04-22,3,Bed Number 3,62,49,13
2017-04-23,1,Bed Number 1,55,52,3
2017-04-23,2,Bed Number 2,88,74,14
2017-04-23,3,Bed Number 3,55,54,1
2017-04-24,1,Bed Number 1,69,10,59
2017-04-24,2,Bed Number 2,76,69,7
2017-04-24,3,Bed Number 3,82,9,73
2017-04-25,1,Bed Number 1,92,86,6
2017-04-25,2,Bed Number 2,27,21,6
2017-04-25,3,Bed Number 3,92,11,81
2017-04-26,1,Bed Number 1,25,8,17
2017-04-26,2,Bed Number 2,99,78,21
2017-04-26,3,Bed Number 3,86,59,27
2017-04-27,1,Bed Number 1,73,70,3
2017-04-27,2,Bed Number 2,13,5,8
2017-04-27,3,Bed Number 3,74,0,74
2017-04-28,1,Bed Number 1,15,11,4
2017-04-28,2,Bed Number 2,63,36,27
2017-04-28,3,Bed Number 3,41,1,40
2017-04-29,1,Bed Number 1,45,22,23
2017-04-29,2,Bed Number 2,26,2,24
2017-04-29,3,Bed Number 3,16,11,5
2017-04-30,1,Bed Number 1,79,78,1
2017-04-30,2,Bed Number 2,33,12,21
2017-04-30,3,Bed Number 3,56,5,51
2017-05-01,1,Bed Number 1,30,26,4
2017-05-01,2,Bed Number 2,89,4,85
2017-05-01,3,Bed Number 3,74,61,13
2017-05-02,1,Bed Number 1,21,11,10
2017-05-02,2,Bed Number 2,84,54,30
2017-05-02,3,Bed Number 3,99,58,41
2017-05-03,1,Bed Number 1,67,34,33
2017-05-03,2,Bed Number 2,47,26,21
2017-05-03,3,Bed Number 3,100,68,32
2017-05-04,1,Bed Number 1,23,8,15
2017-05-04,2,Bed Number 2,72,55,17
2017-05-04,3,Bed Number 3,79,23,56
2017-05-05,1,Bed Number 1,31,4,27
2017-05-05,2,Bed Number 2,95,70,25
2017-05-05,3,Bed Number 3,68,26,42
2017-05-06,1,Bed Number 1,15,5,10
2017-05-06,2,Bed Number 2,57,57,0
2017-05-06,3,Bed Number 3,82,20,62
2017-05-07,1,Bed Number 1,30,5,25
2017-05-07,2,Bed Number 2,58,30,28
2017-05-07,3,Bed Number 3,53,9,44
2017-05-08,1,Bed Number 1,64,39,25
2017-05-08,2,Bed Number 2,91,20,71
2017-05-08,3,Bed Number 3,27,11,16
2017-05-09,1,Bed Number 1,29,14,15
2017-05-09,2,Bed Number 2,17,13,4
2017-05-09,3,Bed Number 3,59,28,31
2017-05-10,1,Bed Number 1,77,9,68
2017-05-10,2,Bed Number 2,99,14,85
2017-05-10,3,Bed Number 3,74,18,56
2017-05-11,1,Bed Number 1,52,1,51
2017-05-11,2,Bed Number 2,90,3,87
2017-05-11,3,Bed Number 3,15,5,10
